Brand;Fragrance;Tier;Gender;Top Notes;Middle Notes;Base Notes;Accords;Rating;Rating Count
Montale;Rendez-vous Ã Moscou;Statement;women;Pear, White Peach, Mandarin Orange, Coconut, Peach Blossom, Lemon and Ginger;Egyptian Jasmine, Moroccan Rose and Patchouli Leaf;Bourbon Vanilla, Musk, Cedar, Ambergris and Sandalwood;fruity, citrus, sweet, white floral, floral;3.57;181.0
Montale;The New Rose;Statement;unisex;Bulgarian Rose, Lemon, Raspberry, Black Currant and Peach;Rose, Ylang-Ylang and Lily-of-the-Valley;Sandalwood and Vanilla;fruity, rose, sweet, citrus, woody;3.61;240.0
Montale;Sweet Peony;Statement;women;;Rose, Peach, Jasmine and Coconut;Vanilla, Sandalwood, Coffee and Cloves;floral, rose, vanilla, fresh, powdery;3.72;745.0
Montale;Sweet Flowers;Statement;women;Cotton Candy, White Peach, Ginger, Pepper and Bergamot;Patchouli, Tuberose, Jasmine Sambac and Violet;Madagascar Vanilla, White Musk, Sandalwood, Oakmoss and Cedar;sweet, powdery, woody, white floral, warm spicy;3.78;324.0
Montale;Steam Aoud (aoud Hoggar Mota);Statement, Wildcard;unisex;;;;oud, amber, fresh spicy, tobacco, aromatic;3.82;133.0
Montale;Spicy Aoud;Statement, Wildcard;unisex;;;;warm spicy, oud, patchouli, citrus, musky;4.14;194.0
Montale;Soleil De Capri For Gold Apple;Statement;unisex;Kumquat, Citruses and Grapefruit;;Musk and Spices;citrus, musky, fresh, white floral;3.91;99.0
Montale;So Iris Intense;Statement;unisex;;;;powdery, iris, woody, violet, musky;3.92;795.0
Montale;So Amber;Statement;unisex;;Ambergris, Saffron and Sandalwood;Raspberry, White Musk and Vanilla;rose, amber, fruity, warm spicy, sweet;3.77;403.0
Montale;Santal Wood;Statement, Wildcard;unisex;Sea water, Juniper, Cardamom, Nutmeg and Black Pepper;Sandalwood and Cedar;;woody, aromatic, fresh spicy, marine, warm spicy;3.85;501.0
Montale;Sandflowers;Statement;unisex;;;;aromatic, marine, woody, fresh spicy, mossy;3.65;818.0
Montale;Sandal Sliver;Statement;unisex;;;;woody, floral, powdery, citrus, vanilla;3.65;150.0
Montale;Royal Aoud;Statement, Wildcard;unisex;;;;citrus, oud, warm spicy, rose, fresh spicy;3.8;204.0
Montale;Roses Musk;Statement;unisex;;;;rose, musky, amber, white floral, powdery;4.0;72.0
Montale;Taif Roses;Statement;unisex;;;;rose, floral;3.55;211.0
Montale;Jasmine Full;Statement;unisex;;;;white floral;3.76;730.0
Montale;Aromatic Lime;Statement;unisex;;;;citrus, woody, green, aromatic, warm spicy;3.52;301.0
Montale;Infinity;Statement, Wildcard;unisex;Black Cherry, Plum, Saffron, Pink Pepper and Cardamom;Oud, Leather, Sandalwood, Rose, Vetiver and Tuberose;Tobacco Leaf, Amber, Vanilla Sugar, Tonka and Musk;sweet, cherry, warm spicy, tobacco, fruity;4.23;427.0
Montale;Aoud Collection - Golden Aoud;Statement, Wildcard;unisex;Rose, Geranium and Patchouli;Leather and Chili Pepper;Agarwood (Oud), Saffron, Teak Wood and Cedar;rose, oud, warm spicy, fresh spicy, woody;3.8;184.0
Montale;Aoud Cuir Dâarabie;Statement, Wildcard;men;;;;leather, oud, smoky, animalic, tobacco;3.94;800.0
Montale;Aoud Damascus;Statement, Wildcard;women;;;;rose, oud, fresh spicy, amber, floral;4.0;356.0
Montale;Aoud Ever;Statement, Wildcard;unisex;Citron, Bergamot, Agarwood (Oud) and Calabrian Mandarin;Vetiver, White Sandalwood, Black Pepper and Patchouli;Leather, Ambergris and Tonka Bean;citrus, woody, fresh spicy, aromatic, oud;3.82;241.0
Montale;Aoud Forest;Statement;unisex;;;;aromatic, citrus, marine, fresh spicy, oud;3.66;755.0
Montale;Aoud Greedy;Statement;unisex;Licorice and Lemon;Patchouli, Amber and Floral Notes;Vetiver and White Musk;soft spicy, woody, patchouli, amber, earthy;3.79;316.0
Montale;Aoud Jasmine;Statement;unisex;Apple, Pear and Mandarin Orange;Indian Jasmine, Agarwood (Oud) and Rose;Musk and Amber;white floral, fruity, oud, fresh, citrus;3.77;200.0
Montale;Aoud Lagoon;Statement, Wildcard;unisex;Osmanthus and Mandarin Orange;Tiare Flower and Lotus;Guaiac Wood, Vetiver and Moss;floral, woody, fruity, white floral, earthy;3.81;632.0
Montale;Aoud Lavender;Statement;unisex;Lavender, Saffron, Bergamot and Lemon;Patchouli and Flowers;Agarwood (Oud), Powdery Notes, Sandalwood, White Musk and Amber;lavender, oud, powdery, warm spicy, fresh spicy;3.6;246.0
Montale;Aoud Legend;Statement, Wildcard;unisex;Leather, Agarwood (Oud) and Saffron;Sandalwood, Patchouli, Rose and Vetiver;Ambergris, Oakmoss and Labdanum;woody, leather, amber, animalic, oud;3.95;141.0
Montale;Aoud Lime;Statement, Wildcard;unisex;;;;oud, rose, woody, warm spicy, patchouli;3.82;492.0
Montale;Aoud Melody;Statement, Wildcard;unisex;Agarwood (Oud), elemi, Saffron, Leather and Cloves;Rose, Ylang-Ylang and Jasmine;Amber, Sandalwood and Musk;warm spicy, oud, aromatic, leather, woody;3.87;406.0
Montale;Aoud Collection - Aoud Flowers;Statement, Wildcard;men;;;;rose, fresh spicy, oud, woody, aromatic;3.95;193.0
Montale;Aoud Musk;Statement, Wildcard;unisex;;;;woody, musky, oud, warm spicy, powdery;4.08;861.0
Montale;Aoud Orange;Statement, Wildcard;unisex;Agarwood (Oud), Bergamot and Saffron;Violet, Rose and Patchouli;Leather, Oakmoss, White Musk and Sandalwood;leather, oud, powdery, woody, citrus;3.83;409.0
Montale;Aoud Purple Rose;Statement;unisex;Rose, Saffron and Blackberry;Agarwood (Oud), Sandalwood and Patchouli;Leather, White Musk and Amber;rose, oud, warm spicy, leather, woody;3.69;325.0
Montale;Aoud Queen Roses;Statement;women;;;;rose, oud, floral, leather, patchouli;3.78;458.0
Montale;Aoud Red Flowers;Statement, Wildcard;unisex;;;;warm spicy, rose, oud, aromatic, balsamic;3.9;240.0
Montale;Aoud Rose Petals;Statement;women;;;;rose, woody, oud, fresh spicy, warm spicy;3.72;273.0
Montale;Aoud Safran;Statement, Wildcard;unisex;;;;oud, rose, warm spicy, metallic, leather;3.87;332.0
Montale;Aoud Sense;Statement, Wildcard;unisex;Orange, Mandarin Orange, Black Pepper and Cloves;Bulgarian Rose and Agarwood (Oud);;citrus, rose, oud, fresh spicy, warm spicy;3.83;325.0
Montale;Aoud Shiny;Statement;unisex;;;;woody, oud, rose, patchouli, earthy;3.63;197.0
Montale;Aoud Velvet;Statement;unisex;Tiare Flower, Ylang-Ylang and African Orange Flower;;Vanille, Sandalwood and Tonka Bean;white floral, sweet, oud, vanilla, woody;3.72;446.0
Montale;Aqua Gold;Statement;unisex;Citruses and Lavender;Jasmine and Orange Blossom;Cedar, White Musk and Leather;citrus, white floral, woody, lavender, fresh;3.82;257.0
Montale;Aqua Palma;Statement, Wildcard;unisex;Sicilian Bergamot, Cardamom, Sicilian Mandarin and Pepper;White Peach, Sandalwood, Orris and Tuberose;Vanilla, Tonka Bean, White Musk, Amber and Teak Wood;citrus, powdery, warm spicy, vanilla, aromatic;3.88;188.0
Montale;Arabians;Statement, Wildcard;unisex;Cardamom, Lavender and Red Thyme;Rose, Patchouli and Vetiver;Agarwood (Oud), Leather, Ambergris and Musk;aromatic, warm spicy, oud, leather, animalic;3.9;597.0
Montale;Intense Roses Musk;Safe, Statement;women;;;;rose, musky, amber, powdery, floral;4.04;735.0
Montale;Aoud Amber Rose;Statement;unisex;;;;rose, oud, woody, citrus, warm spicy;3.5;261.0
Montale;Aoud Night;Statement, Wildcard;unisex;Agarwood (Oud), Fruity Notes, Bergamot and Sicilian Lemon;Moroccan Rose and Indonesian Patchouli Leaf;Leather, Sandalwood, Amber, Guaiac Wood and White Musk;woody, oud, rose, leather, powdery;3.83;594.0
Montale;Amber & Spices;Statement;unisex;Rose and Nutmeg;Agarwood (Oud) and Caraway;Amber, Ebony Wood and Sandalwood;fresh spicy, woody, oud, amber, rose;3.75;633.0
Montale;Amber Musk;Statement, Wildcard;unisex;;;;amber, powdery, musky, animalic, woody;3.84;644.0
Montale;Holy Neroli;Statement;unisex;Neroli, Bitter Orange and Sicilian Bergamot;Tunisian Orange Blossom, Bulgarian Rose and Cedar;Vanilla Sugar, Musk and Amber;citrus, white floral, vanilla, powdery, musky;3.87;134.0
Montale;Highness Rose;Statement;women;;;;rose, floral;3.71;160.0
Montale;Herbal Aquatica;Statement, Wildcard;unisex;Mint, Calabrian bergamot, Herbal Notes and Sage;Lotus, Green Tea, Sea Notes, Caramel and Papyrus;Australian Sandalwood, Vanilla Sugar and Amber;green, aromatic, woody, fresh spicy, floral;3.86;279.0
Montale;Greyland;Safe, Statement, Wildcard;unisex;;;;woody, fresh spicy, warm spicy, aromatic, powdery;4.06;746.0
Montale;Golden Sand;Statement;unisex;Spices, Mint, Bergamot and Orange;Rose, Violet and Jasmine;White Musk, Sandalwood, Amber and Vanilla;powdery, rose, citrus, warm spicy, woody;3.63;212.0
Montale;Gold Flowers;Statement, Wildcard;unisex;;;;tuberose, warm spicy, white floral, woody, amber;3.83;520.0
Montale;Ginger Musk;Statement;unisex;;;;fruity, musky, warm spicy, sweet, fresh;3.57;352.0
Montale;Fruits Of The Musk;Statement;unisex;;;;fruity, sweet, rose, musky, citrus;3.73;870.0
Montale;Fougeres Marines;Statement;unisex;;;;aromatic, marine, fresh spicy, lavender, earthy;3.63;540.0
Montale;Fantastic Oud;Statement, Wildcard;unisex;;Tobacco, Rose, Patchouli, Incense and Styrax;Leather, Ambergris and Sandalwood;amber, woody, oud, balsamic, warm spicy;3.89;368.0
Montale;Embruns D'essaouira;Statement;unisex;;;;marine, aromatic, warm spicy, woody, powdery;3.66;308.0
Montale;Deep Roses;Statement, Wildcard;unisex;;;;rose, floral, oud, fresh, musky;3.87;472.0
Montale;Day Dreams;Statement;unisex;Mandarin Orange and Orange Blossom;Tiare Flower, Jasmine and Neroli;Vanilla, Sandalwood and Coconut;white floral, citrus, vanilla, sweet, woody;3.57;752.0
Montale;Nepal Aoud;Statement, Wildcard;unisex;Agarwood (Oud), Saffron and Nutmeg;Bulgarian Rose and Amber;Leather, White Musk and Madagascar Vanilla;oud, leather, fresh spicy, rose, amber;3.97;482.0
Montale;Crystal Aoud;Statement, Wildcard;unisex;Melon, Green Apple and Mandarin Orange;Agarwood (Oud), Teak Wood, Patchouli and Sandalwood;Vanilla, Saffron and White Musk;oud, woody, fruity, fresh, warm spicy;3.82;286.0
Montale;Dark Vanilla;Statement, Wildcard;unisex;;Leather, Cambodian Oud, Sandalwood and Patchouli;Vanilla and Amber;woody, vanilla, animalic, warm spicy, leather;4.04;657.0
Montale;Beast Love;Statement;unisex;Pear, Plum and Sicilian Bergamot;Leather, Cedar, Turkish Rose and Vetiver;Vanilla, Tonka Bean, Musk and Amber;fruity, leather, sweet, animalic, vanilla;3.55;31.0
Montale;Bengal Oud;Statement, Wildcard;unisex;Agarwood (Oud), Bitter Orange and Bergamot;Leather, Bulgarian Rose, Iris, Patchouli and Egyptian Jasmine;Haitian Vetiver, White Musk, Sandalwood, Cedar and Amber;woody, citrus, leather, powdery, aromatic;4.0;160.0
Montale;Black Aoud Intense;Statement, Wildcard;unisex;;;;woody, rose, animalic, warm spicy, patchouli;3.98;287.0
Montale;Black Musk;Statement, Wildcard;unisex;;;;fresh spicy, woody, musky, leather, powdery;3.93;717.0
Montale;Bakhoor;Statement, Wildcard;unisex;;;;amber, woody, balsamic, warm spicy, smoky;3.91;308.0
Montale;Boise Fruite;Statement;unisex;;;;citrus, woody, aromatic, green, fresh spicy;3.7;763.0
Montale;Bubble Forever;Statement;unisex;Lemon, Grapefruit, Neroli and Pear;Orange Blossom, Bulgarian Rose, Jasmine and Cinnamon;Vanilla, Toffee, Musk and Amber;citrus, white floral, sweet, vanilla, rose;3.83;64.0
Montale;Chypre - Fruite;Statement;unisex;;;;tropical, mossy, fruity, earthy, woody;3.74;882.0
Montale;Chypre Vanille;Statement;unisex;;Incense, Vanille and Amber;Iris, Sandalwood, Vetyver and Tonka Bean;amber, woody, vanilla, powdery, iris;3.57;584.0
Montale;Crazy In Love;Statement;women;Wild Rose and Violet Leaves;Saffron and Brown sugar;Amber and Vanilla Bean;rose, warm spicy, sweet, amber, metallic;3.6;472.0
Montale;Blue Matcha;Statement;unisex;Matcha Tea, Black Currant, Lemon, Sicilian Mandarin and Bergamot;Leather, Cedar, Tobacco and Patchouli Leaf;Mate, Powdery Notes, Musk and Ambergris;powdery, woody, leather, green, animalic;3.62;549.0
Montblanc;Legend Red;Statement;men;Blood Orange, Grapefruit and Cardamom;Cedar, Clary Sage and Juniper Berries;Atlas Cedar, Mahogany and Tonka Bean;woody, aromatic, citrus, fresh spicy, warm spicy;3.77;748.0
Montblanc;Legend Special Edition 2012;Statement, Wildcard;men;Mint, Bergamot, Ginger flower and Mandarin Orange;Lavender, Rose and Jasmine;Sandalwood, Oakmoss, Amber and Tonka Bean;citrus, aromatic, fresh spicy, green, warm spicy;4.14;131.0
Montblanc;Legend Special Edition 2013;Statement, Wildcard;men;Mint, Lime, Ginger, Lavender and Bergamot;White Cedar Extract, Jasmine and Rose;Sandalwood, Tonka Bean and Amber;citrus, aromatic, green, woody, fresh spicy;4.15;97.0
Montblanc;Legend Special Edition 2014;Statement, Wildcard;men;Lime and Mint;Apple, Violet Leaf and Cardamom;;green, aromatic, citrus, fresh spicy, woody;4.05;107.0
Montblanc;Patchouli Ink;Wildcard;men;;;Patchouli and Vanilla;woody, patchouli, aromatic, warm spicy, vanilla;4.57;23.0
Montblanc;Extreme Leather;Wildcard;men;;;;iris, leather, powdery, animalic, musky;4.14;21.0
Montblanc;Presence Cool;Statement, Wildcard;men;Bamboo, Bergamot and Granny Smith apple;Geranium and Jasmine;Musk, Sandalwood, Amber, Patchouli and Tonka Bean;woody, fresh spicy, aromatic, citrus, amber;3.94;227.0
Montblanc;Presence D'une Femme Intense;Statement, Wildcard;women;Pineapple, Pepper, Mandarin Orange and Lotus;Caramel and Orchid;Brazilian Rosewood, Sandalwood, Patchouli and Vanilla;sweet, woody, fruity, warm spicy, floral;4.17;149.0
Montblanc;Signature Absolue;Statement;women;Pear, Mandarin Orange and Pink Pepper;Ylang-Ylang, Frangipani and Tuberose;Tonka Bean and Cedar;sweet, floral, yellow floral, tropical, fruity;3.8;386.0
Montblanc;Black Meisterstuck;Wildcard;men;;;;amber, smoky, balsamic, warm spicy, woody;4.24;33.0
Montblanc;Legend Pour Femme Special Edition 2014;Statement;women;Bitter Orange, Peony and Litchi;Orange Blossom and Jasmine;Woody Notes and Musk;white floral, citrus, fresh, floral, woody;3.94;47.0
Montblanc;Legend Blue;Safe;men;Lavender and Mint;Sandalwood and Cedar;Ambroxan and Moss;aromatic, woody, lavender, green, amber;4.0;233.0
Montblanc;Individuel Tonic;Statement;men;Juniper Berries, Rosemary, Pineapple, Bergamot, Cardamom, Coriander, Mint, Lavender and Cinnamon;Geranium, Orange Blossom, Violet and Jasmine;Oakmoss, Musk, Sandalwood, Raspberry, Vetiver, Vanilla, Patchouli, Amber and Dark Chocolate;aromatic, fresh spicy, woody, mossy, fruity;3.57;75.0
Montblanc;Legend Pour Femme;Statement;women;Neroli, Bitter Orange and Pear;Orange Blossom, Indian Jasmine and Lily-of-the-Valley;Vanilla, Woody Notes and Musk;white floral, citrus, fresh, sweet, woody;3.87;625.0
Montblanc;Homme Exceptionnel;Safe, Statement, Wildcard;men;Mandarin Orange, Coffee and Lavender;Ginger, Mint and Sage;Amber, Patchouli and Musk;warm spicy, citrus, amber, coffee, aromatic;4.18;675.0
Montblanc;Starwalker Extreme;Safe, Statement, Wildcard;men;Apple, Pineapple, Mandarin Orange and Lemon;Lavender, Sea Notes and Geranium;Tonka Bean, Sandalwood and Patchouli;aromatic, woody, fruity, warm spicy, sweet;4.04;369.0
Montblanc;Emblem Intense;Safe, Statement, Wildcard;men;Cardamom, Clary Sage, Grapefruit and Coriander;Cinnamon, Rose, Apple, Violet Leaf and Nutmeg;Tonka Bean, Suede, Woody Notes and Patchouli;warm spicy, aromatic, cinnamon, rose, woody;4.02;545.0
Montblanc;Emblem Absolu;Statement, Wildcard;men;Pear, Mandarin Orange and Cardamom;Fruits, Honey, Lavender and Pink Pepper;Patchouli, Vetiver and Moss;fruity, sweet, honey, warm spicy, aromatic;3.98;226.0
Montblanc;Lady Emblem Elixir;Wildcard;women;Litchi, Pepper and Mandarin Orange;Damask Rose, Iris, Orange Blossom and Jasmine;Vanilla, Patchouli and Sandalwood;rose, woody, warm spicy, powdery, citrus;3.83;304.0
Montblanc;Lady Emblem L'eau;Statement;women;Litchi, Mandarin Leaf, White Peach, Orange and Bergamot;Rose, Magnolia, Peony, Pear, Lily-of-the-Valley and Jasmine;Musk, Cedar, Cashmeran, Iso E Super and Resins;floral, fruity, rose, citrus, fresh;3.9;469.0
Montblanc;Explorer Platinum;Statement;men;;;;aromatic, woody, ozonic, soft spicy, aquatic;3.82;973.0
Montblanc;Femme Individuelle Soul & Senses;Statement;women;Almond Blossom, Mandarin Orange and Garden Dill;Peach, Frangipani and Rose;Amber, Clover and Cedar;floral, fruity, sweet, citrus, green;3.78;82.0
Montblanc;Lady Emblem;Statement;women;Sake, Pink Pepper and Pink Grapefruit;Jasmine and Pomegranate;Musk, Sandalwood and Amber;musky, powdery, woody, white floral;3.74;890.0
Moschino;Moschino Pour Homme;Statement, Wildcard;men;Clary Sage, Lavender, Rosemary, Green Notes and Bergamot;Carnation, Caraway, Orris Root, Rose and Jasmine;Leather, Oakmoss, Styrax, Labdanum, Benzoin, Cedar, Amber, Tonka Bean and Coconut;amber, aromatic, woody, leather, fresh spicy;4.33;269.0
Moschino;Oh! De Moschino;Statement;women;Brazilian Rosewood, Bergamot and Mandarin Orange;Water Lily, Lotus, Stephanotis, Iris, Cyclamen, Lily-of-the-Valley and Peony;Musk, Orris Root, Hawthorn, Heliotrope and Sandalwood;floral, powdery, white floral, fresh, iris;3.82;684.0
Moschino;L'eau Cheap And Chic;Statement;women;Lily, Freesia, Gooseberry and Rose;Anise and Orange;Heliotrope, Ambergris and Vetiver;floral, soft spicy, sweet, anis, white floral;3.9;788.0
Moschino;So Real Cheap & Chic;Statement;women;Bitter Orange, Tangerine, Sorbet, Raspberry and Black Currant;Pink Peony, Magnolia and Jasmine;Ambroxan, Musk, Cedar and Oakmoss;citrus, floral, fruity, sweet, fresh;3.57;926.0
Moschino;Pink Fresh Couture;Statement;women;Pink Grapefruit, Black Currant and Lily-of-the-Valley;Rose, Pomegranate and Pink Hyacinth;Musk, Cedar and Ambroxan;rose, citrus, woody, fruity, fresh spicy;3.53;895.0
Moschino;Moschino Forever Sailing;Safe, Statement, Wildcard;men;Lemon, Mint and Grapefruit;Juniper and Lavender;Musk, Woody Notes, Patchouli and Amber;aromatic, fresh spicy, citrus, woody, lavender;4.01;691.0
Moschino;Toy;Statement;unisex;Cardamom, Juniper Berries, Mandarin Orange and Bergamot;Lavender, Violet and Hawthorn;Cedar, Sandalwood, Vanilla and Moss;aromatic, woody, fresh spicy, warm spicy, powdery;3.55;290.0
Moschino;Toy 2 Pearl;Statement;unisex;Lemon, Sorbet and Oregano;Sand, Freesia and Jasmine;Musk, Cypress and Vetiver;citrus, aromatic, musky, sand, woody;3.66;584.0
Moschino;Friends Men;Statement, Wildcard;men;Green Mandarin, Bergamot and Blood Orange;Petitgrain Paraguay, Pelargonium and Sea Notes;Tahitian Vetiver, Cedar and Musk;citrus, aromatic, fresh spicy, woody;3.94;519.0
Mugler;Womanity Aqua Chic;Statement;women;Coriander, Red Berries and Black Currant;;Spices and Woody Notes;fruity, woody, aromatic, soft spicy, warm spicy;3.78;195.0
Mugler;A*men Pure Energy;Safe, Statement, Wildcard;men;Juniper Berries and Mint;White Pepper and Cardamom;Patchouli and Sequoia;aromatic, fresh spicy, woody, warm spicy, green;4.04;614.0
Mugler;Alien Liqueur De Parfum;Safe;women;Jasmine Sambac and Floral Notes;Almond and Cashmeran;Amber and Woody Notes;amber, woody, white floral, almond, floral;4.52;382.0
Mugler;Alien We Are All Alien Collector Edition;Safe;women;;Jasmine and Orange Blossom;Amber, Woody Notes, Cashmeran and Vanilla;white floral, woody, amber, citrus, powdery;4.49;154.0
Mugler;Alien Sunessence Edt Legere;Safe;women;;;;white floral, citrus, amber, powdery, woody;4.04;957.0
Mugler;Alien Sunessence Edition Saphir Soleil;Wildcard;women;;;;white floral, citrus, amber, fruity, animalic;4.23;470.0
Mugler;Alien Sunessence Edition Limitee 2011 Or D'ambre;Safe;women;;Jasmine, Orchid and Vanille;Amber and Woodsy Notes;white floral, fruity, amber, floral, sweet;4.06;976.0
Mugler;Alien Pierre Magique;Statement;women;;;;white floral, amber, woody, musky, powdery;4.39;54.0
Mugler;Alien Pierre Initiatique Edition;Statement;women;;;;white floral, amber, woody, powdery, musky;4.49;131.0
Mugler;Alien Oud Majestueux;Statement, Wildcard;women;Saffron and Cardamom;Jasmine and Cashmeran;Agarwood (Oud) and Amber;oud, white floral, amber, warm spicy, woody;4.09;939.0
Mugler;Alien Musc Mysterieux;Statement, Wildcard;women;Spices and Saffron;Jasmine Sambac and Cashmeran;White Musk and Vanilla;musky, warm spicy, powdery, white floral, vanilla;3.93;849.0
Mugler;Alien Mirage;Safe;women;Mineral notes and Pink Pepper;Lotus and Syringa;Hinoki Wood and White Amber;mineral, woody, white floral, floral, aromatic;4.0;639.0
